"","sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
"1985",850,16,6.98,237,34,2.3699999,"FALSE","FALSE","TRUE","FALSE","C"
"1986",990,121,5.7199998,210,36.7,1.99,"FALSE","FALSE","TRUE","FALSE","C"
"1987",1150,56,6.73,106,15.8,3.1600001,"TRUE","FALSE","TRUE","FALSE","B"
"1988",870,111,5.7199998,125,21.9,2.51,"FALSE","FALSE","TRUE","FALSE","B"
"1989",960,13,6.98,233,33.4,0,"FALSE","FALSE","TRUE","FALSE","D"
"1990",990,44,6.3400002,88,13.9,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
"1991",850,103,5.7199998,177,30.9,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"1992",1220,17,6.98,13,1.86,3.29,"FALSE","FALSE","TRUE","FALSE","B"
"1993",1290,77,6.9299998,149,21.5,2.77,"FALSE","FALSE","TRUE","FALSE","B"
"1994",1070,90,5.7199998,80,14,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
"1995",930,15,6.98,286,41,0.73000002,"FALSE","FALSE","TRUE","FALSE","D"
"1996",1030,100,5.7199998,45,7.87,2.78,"FALSE","FALSE","TRUE","FALSE","B"
"1997",1080,77,6.73,101,15,3.29,"FALSE","FALSE","TRUE","FALSE","B"
"1998",1130,18,6.98,68,9.74,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
"1999",810,18,6.98,99,14.2,1.88,"FALSE","FALSE","TRUE","FALSE","C"
"2000",990,42,6.3400002,65,10.3,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"2001",910,16,6.98,92,13.2,1.8099999,"FALSE","FALSE","TRUE","FALSE","C"
"2002",1020,18,6.98,62,8.88,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"2003",980,18,6.98,99,14.2,2.5,"FALSE","FALSE","TRUE","FALSE","B"
"2004",1050,112,5.7199998,252,44.1,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"2005",1220,52,6.3400002,68,10.7,2.8,"FALSE","FALSE","TRUE","FALSE","B"
"2006",1000,57,6.3400002,36,5.68,1.6799999,"FALSE","FALSE","TRUE","FALSE","C"
"2007",910,43,6.3400002,201,31.7,1.8099999,"FALSE","FALSE","TRUE","FALSE","C"
"2008",930,17,6.98,87,12.5,1.9400001,"FALSE","FALSE","TRUE","FALSE","C"
"2009",1110,122,5.7199998,54,9.44,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
"2010",1170,81,1.25,1,0.8,2.3399999,"FALSE","FALSE","TRUE","FALSE","C"
"2011",1120,57,5.79,17,2.94,3.26,"FALSE","FALSE","TRUE","FALSE","B"
"2012",950,44,5.5599999,126,22.7,1.3099999,"FALSE","FALSE","TRUE","FALSE","D"
"2013",1260,46,5.5599999,106,19.1,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"2014",1250,42,5.5599999,10,1.8,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
"2015",1110,18,5.8400002,79,13.5,1.22,"FALSE","FALSE","TRUE","FALSE","D"
"2016",1170,17,5.8400002,52,8.9,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"2017",1090,84,5.79,23,3.97,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
"2018",1220,121,6.2600002,13,2.08,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
"2019",990,18,5.8400002,126,21.6,1.88,"FALSE","FALSE","TRUE","FALSE","C"
"2020",870,111,6.8200002,71,10.4,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"2021",720,18,5.8400002,268,45.9,1.38,"TRUE","FALSE","FALSE","TRUE","D"
"2022",1090,121,6.8200002,38,5.57,2.25,"FALSE","FALSE","TRUE","FALSE","C"
"2023",1350,17,5.8400002,10,1.71,3.5799999,"FALSE","FALSE","TRUE","FALSE","A"
"2024",930,106,6.8200002,101,14.8,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
"2025",1010,50,0.67000002,30,44.8,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"2026",1200,18,0.47,3,6.38,3.22,"FALSE","FALSE","TRUE","FALSE","B"
"2027",1150,75,0.52999997,4,7.55,3,"FALSE","FALSE","TRUE","FALSE","B"
"2028",1010,17,0.47,16,34,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"2029",1150,38,0.67000002,35,52.2,4,"FALSE","FALSE","TRUE","FALSE","A"
"2030",1360,17,0.44999999,2,4.44,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
"2031",830,112,0.56,41,73.2,2.22,"FALSE","FALSE","TRUE","FALSE","C"
"2032",1020,112,0.55000001,13,23.6,2.54,"FALSE","FALSE","TRUE","FALSE","B"
"2033",900,16,0.44,31,70.5,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"2034",830,93,0.56,30,53.6,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
"2035",1090,118,0.56,5,8.93,3.77,"FALSE","FALSE","TRUE","FALSE","A"
"2036",750,15,3.1700001,119,37.5,1.73,"FALSE","FALSE","TRUE","FALSE","C"
"2037",930,13,3.1700001,87,27.4,2.3,"FALSE","FALSE","TRUE","FALSE","C"
"2038",1070,41,2.95,25,8.47,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
"2039",1230,43,2.95,120,40.7,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"2040",1040,36,2.95,202,68.5,1.8,"FALSE","FALSE","TRUE","FALSE","C"
"2041",1160,95,3.0799999,56,18.2,3.6700001,"FALSE","FALSE","TRUE","FALSE","A"
"2042",1060,49,3.1300001,50,16,3.8699999,"FALSE","FALSE","TRUE","FALSE","A"
"2043",1100,48,2.95,35,11.9,2.52,"FALSE","FALSE","TRUE","FALSE","B"
"2044",1190,74,3.29,60,18.2,2.2,"FALSE","FALSE","TRUE","FALSE","C"
"2045",1170,16,3.1700001,128,40.4,3.3699999,"FALSE","FALSE","TRUE","FALSE","B"
"2046",890,46,2.95,90,30.5,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"2047",980,15,3.1700001,96,30.3,1.0599999,"FALSE","FALSE","TRUE","FALSE","D"
"2048",1280,14,3.1700001,99,31.2,3.21,"FALSE","FALSE","TRUE","FALSE","B"
"2049",1060,74,3.29,150,45.6,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"2050",780,18,3.22,104,32.3,0.72000003,"FALSE","FALSE","TRUE","FALSE","D"
"2051",1140,61,3.29,84,25.5,2.78,"FALSE","FALSE","TRUE","FALSE","B"
"2052",1050,99,3.0799999,11,3.57,3.55,"FALSE","FALSE","TRUE","FALSE","A"
"2053",1040,45,2.95,39,13.2,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
"2054",1130,89,3.0799999,18,5.84,3.52,"FALSE","FALSE","TRUE","FALSE","A"
"2055",880,17,3.1700001,84,26.5,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"2056",840,16,3.1700001,92,29,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
"2057",1290,16,3.1700001,32,10.1,3.6199999,"FALSE","FALSE","TRUE","FALSE","A"
"2058",1310,87,2.1400001,2,0.935,3.1300001,"FALSE","FALSE","TRUE","FALSE","B"
"2059",1180,19,2.5,11,4.4,4,"FALSE","FALSE","TRUE","FALSE","A"
"2060",1020,15,1.3200001,42,31.8,1.9299999,"FALSE","FALSE","TRUE","FALSE","C"
"2061",1090,51,2.4400001,27,11.1,2.3900001,"FALSE","FALSE","TRUE","FALSE","C"
"2062",980,17,2.5,12,4.8,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"2063",1050,42,2.4400001,4,1.64,1.54,"FALSE","FALSE","TRUE","FALSE","C"
"2064",1400,17,2.5,2,0.8,3.76,"FALSE","FALSE","TRUE","FALSE","A"
"2065",1130,17,2.5599999,55,21.5,3.5799999,"FALSE","FALSE","TRUE","FALSE","A"
"2066",1150,76,2.1400001,30,14,2.8900001,"FALSE","FALSE","TRUE","FALSE","B"
"2067",1110,76,2.1400001,11,5.14,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
"2068",1260,45,2.4400001,22,9.02,2.02,"FALSE","FALSE","TRUE","FALSE","C"
"2069",1030,14,2.96,45,15.2,2,"FALSE","FALSE","TRUE","FALSE","C"
"2070",1140,50,2.6600001,14,5.26,3.28,"FALSE","FALSE","TRUE","FALSE","B"
"2071",1170,51,2.6600001,15,5.64,2.7,"FALSE","FALSE","TRUE","FALSE","B"
"2072",1140,16,1.01,1,0.99,2.5599999,"FALSE","FALSE","TRUE","FALSE","B"
"2073",860,35,0.88999999,1,1.12,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
"2074",1360,71,1.72,6,3.49,3.29,"FALSE","FALSE","TRUE","FALSE","B"
"2075",990,105,1.72,7,4.07,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"2076",1000,90,1.72,14,8.14,3.1800001,"FALSE","FALSE","TRUE","FALSE","B"
"2077",1380,15,1.8099999,1,0.552,4,"FALSE","FALSE","FALSE","FALSE","A"
"2078",1010,46,1.67,110,65.9,2.04,"FALSE","FALSE","TRUE","FALSE","C"
"2079",1160,120,1.72,11,6.4,3.23,"FALSE","FALSE","TRUE","FALSE","B"
"2080",1060,110,1.72,13,7.56,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"2081",1210,47,1.61,12,7.45,2.72,"FALSE","FALSE","TRUE","FALSE","B"
"2082",960,45,1.61,29,18,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
"2083",910,14,1.8099999,53,29.3,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
"2084",1090,90,1.72,2,1.16,3.24,"FALSE","FALSE","TRUE","FALSE","B"
"2085",1460,13,1.8099999,2,1.1,4,"FALSE","FALSE","TRUE","FALSE","A"
"2086",1120,47,1.61,10,6.21,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
"2087",930,17,1.8099999,96,53,0.34999999,"FALSE","FALSE","TRUE","FALSE","D"
"2088",1130,105,1.72,1,0.581,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
"2089",1200,15,1.8099999,26,14.4,2.4000001,"FALSE","FALSE","TRUE","FALSE","C"
"2090",1090,13,1.8099999,21,11.6,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"2091",950,13,1.8099999,79,43.6,1.46,"FALSE","FALSE","TRUE","FALSE","D"
"2092",800,117,1.72,29,16.9,2.25,"FALSE","FALSE","TRUE","FALSE","C"
"2093",1100,42,1.61,2,1.24,3.1400001,"FALSE","FALSE","TRUE","FALSE","B"
"2094",860,14,1.8099999,52,28.7,2.21,"FALSE","FALSE","TRUE","FALSE","C"
"2095",940,56,1.72,17,9.88,2.98,"FALSE","FALSE","TRUE","FALSE","B"
"2096",1150,41,1.61,30,18.6,1.5599999,"FALSE","FALSE","TRUE","FALSE","C"
"2097",940,94,1.8,76,42.2,2.3900001,"FALSE","FALSE","TRUE","FALSE","C"
"2098",1100,77,0.37,7,18.9,1.88,"FALSE","FALSE","TRUE","FALSE","C"
"2099",1100,108,0.33000001,21,63.6,2.5699999,"FALSE","FALSE","TRUE","FALSE","B"
"2100",1020,38,2.9200001,52,17.8,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
"2101",950,48,2.9200001,30,10.3,2.77,"FALSE","FALSE","TRUE","FALSE","B"
"2102",1140,24,2.9200001,36,12.3,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
"2103",930,44,2.9200001,6,2.05,2.25,"FALSE","FALSE","FALSE","TRUE","C"
"2104",900,13,0.86000001,19,22.1,1.3,"FALSE","FALSE","FALSE","TRUE","D"
"2105",1000,47,3.29,8,2.43,3.48,"FALSE","FALSE","TRUE","FALSE","B"
"2106",1010,50,3.29,22,6.69,2.72,"FALSE","FALSE","TRUE","FALSE","B"
"2107",1020,82,3.3,93,28.2,1.96,"FALSE","FALSE","TRUE","FALSE","C"
"2108",1060,110,3.55,13,3.66,3.46,"FALSE","FALSE","TRUE","FALSE","B"
"2109",840,20,3.25,107,32.9,2.3,"FALSE","FALSE","TRUE","FALSE","C"
"2110",840,10,1.85,46,24.9,1.8,"FALSE","FALSE","TRUE","FALSE","C"
"2111",1170,85,1.6,21,13.1,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
"2112",1070,80,1.6,11,6.88,2.5599999,"FALSE","FALSE","TRUE","FALSE","B"
"2113",850,12,1.85,69,37.3,1.75,"FALSE","FALSE","TRUE","FALSE","C"
"2114",1060,46,1.77,51,28.8,1.73,"FALSE","FALSE","TRUE","FALSE","C"
"2115",950,82,1.6,20,12.5,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"2116",1000,28,1.6,34,21.2,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"2117",900,112,1.6900001,8,4.73,2.55,"FALSE","FALSE","TRUE","FALSE","B"
"2118",1040,81,1.63,4,2.45,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"2119",1380,11,1.6900001,70,41.4,3.6300001,"FALSE","FALSE","TRUE","FALSE","A"
"2120",870,83,1.39,5,3.6,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"2121",880,84,1.39,5,3.6,2.71,"FALSE","FALSE","TRUE","FALSE","B"
"2122",1050,87,1.39,1,0.719,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
"2123",1020,111,1.42,8,5.63,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
"2124",1020,83,1.39,2,1.44,2.98,"FALSE","FALSE","TRUE","FALSE","B"
"2125",950,15,1.4299999,40,28,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"2126",1240,13,1.51,19,12.6,1.76,"FALSE","FALSE","TRUE","FALSE","C"
"2127",920,13,0.56,4,7.14,1.46,"FALSE","FALSE","FALSE","TRUE","D"
"2128",810,15,0.41,18,43.9,1.8,"FALSE","FALSE","TRUE","FALSE","C"
"2129",920,76,0.41,5,12.2,2.48,"FALSE","FALSE","TRUE","FALSE","C"
"2130",860,124,0.25999999,10,38.5,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
"2131",1040,14,0.31,6,19.4,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
"2132",940,17,0.34999999,8,22.9,1.58,"FALSE","FALSE","TRUE","FALSE","C"
"2133",940,42,0.31999999,13,40.6,1.71,"FALSE","FALSE","TRUE","FALSE","C"
"2134",890,51,0.31999999,15,46.9,1.62,"FALSE","FALSE","TRUE","FALSE","C"
"2135",1120,75,0.41,8,19.5,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
"2136",830,67,2.0699999,5,2.42,1.74,"FALSE","FALSE","FALSE","TRUE","C"
"2137",870,19,2.1700001,14,6.45,1.84,"FALSE","FALSE","FALSE","TRUE","C"
"2138",780,66,1.88,10,5.32,2.3099999,"FALSE","FALSE","FALSE","TRUE","C"
"2139",1040,13,2.1700001,9,4.15,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
"2140",1110,80,2.0699999,4,1.93,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"2141",860,99,1.6,12,7.5,2.26,"FALSE","FALSE","FALSE","TRUE","C"
"2142",1070,108,1.6,13,8.12,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
"2143",1020,18,1.71,1,0.585,4,"FALSE","FALSE","TRUE","FALSE","A"
"2144",900,92,1.49,38,25.5,2.0999999,"TRUE","FALSE","TRUE","FALSE","C"
"2145",1350,44,1.33,3,2.26,3.8399999,"FALSE","FALSE","TRUE","FALSE","A"
"2146",1260,14,1.71,2,1.17,3.4200001,"FALSE","FALSE","TRUE","FALSE","B"
"2147",830,78,1.96,44,22.4,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
"2148",960,18,2.3,37,16.1,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
"2149",930,87,1.96,38,19.4,2.0899999,"FALSE","FALSE","TRUE","FALSE","C"
"2150",1050,17,2.3199999,5,2.16,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
"2151",1070,106,1.88,18,9.57,2.0899999,"FALSE","FALSE","TRUE","FALSE","C"
"2152",1010,76,1.96,60,30.6,1.9400001,"FALSE","FALSE","TRUE","FALSE","C"
"2153",920,44,2.54,55,21.7,2.2,"FALSE","FALSE","TRUE","FALSE","C"
"2154",1010,14,0.1,5,50,2.71,"FALSE","FALSE","TRUE","FALSE","B"
"2155",920,15,0.1,6,60,1.53,"FALSE","FALSE","TRUE","FALSE","C"
"2156",1260,125,2.1099999,16,7.58,3.71,"FALSE","FALSE","TRUE","FALSE","A"
"2157",1210,51,5.4000001,111,20.6,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
"2158",1280,64,3.02,9,2.98,3.6800001,"FALSE","FALSE","TRUE","FALSE","A"
"2159",980,103,2.99,42,14,2.2,"TRUE","FALSE","TRUE","FALSE","C"
"2160",1080,17,3.9300001,79,20.1,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"2161",930,41,3.0999999,114,36.8,1.95,"FALSE","FALSE","TRUE","FALSE","C"
"2162",880,51,3.0999999,84,27.1,2.96,"FALSE","FALSE","TRUE","FALSE","B"
"2163",1400,14,3.5999999,7,1.94,4,"FALSE","FALSE","TRUE","FALSE","A"
"2164",1160,12,3.5999999,19,5.28,3.75,"FALSE","FALSE","TRUE","FALSE","A"
"2165",1390,16,3.5999999,174,48.3,1.8099999,"FALSE","FALSE","TRUE","FALSE","C"
"2166",1410,17,4.3400002,27,6.22,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
"2167",1120,48,2.9100001,109,37.5,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
"2168",1180,17,3.53,89,25.2,2.6400001,"FALSE","FALSE","TRUE","FALSE","B"
"2169",1240,106,3.3299999,27,8.11,2.21,"FALSE","FALSE","TRUE","FALSE","C"
"2170",1180,47,2.6199999,20,7.63,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
"2171",1280,122,3.6099999,138,38.2,3.1199999,"FALSE","FALSE","TRUE","FALSE","B"
"2172",910,40,3.6600001,208,56.8,2.0999999,"FALSE","FALSE","TRUE","FALSE","C"
"2173",1110,120,3.6099999,75,20.8,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
"2174",920,16,5.6599998,53,9.36,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
"2175",1100,48,7.4200001,31,4.18,2.5,"TRUE","FALSE","TRUE","FALSE","B"
"2176",990,17,2.1600001,77,35.6,2.05,"FALSE","FALSE","TRUE","FALSE","C"
"2177",1190,84,3.3900001,42,12.4,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
"2178",1060,86,4,146,36.5,3.4000001,"FALSE","FALSE","TRUE","FALSE","B"
"2179",960,79,0.1,2,20,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
"2180",1120,95,2.5999999,26,10,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
"2181",1020,16,6.4000001,236,36.9,1.8099999,"FALSE","FALSE","TRUE","FALSE","C"
"2182",1130,64,5.4499998,30,5.5,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"2183",1020,50,5.3200002,93,17.5,2.3399999,"FALSE","FALSE","TRUE","FALSE","C"
"2184",860,16,3.73,264,70.8,2.1199999,"TRUE","FALSE","TRUE","FALSE","C"
"2185",1030,39,3.99,142,35.6,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"2186",990,18,4.46,184,41.3,3.55,"FALSE","FALSE","TRUE","FALSE","A"
"2187",910,109,3.6800001,113,30.7,2.48,"FALSE","FALSE","TRUE","FALSE","C"
"2188",1010,115,0.60000002,39,65,3.4000001,"FALSE","FALSE","TRUE","FALSE","B"
"2189",1150,105,8.1000004,118,14.6,2.45,"FALSE","FALSE","TRUE","FALSE","C"
"2190",1120,72,1.11,33,29.7,2.05,"FALSE","FALSE","TRUE","FALSE","C"
"2191",1150,18,2.0699999,67,32.4,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"2192",1000,106,3.6600001,135,36.9,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"2193",1030,16,3.8499999,124,32.2,3.6199999,"FALSE","FALSE","TRUE","FALSE","A"
"2194",1170,48,2.0599999,5,2.43,3.0999999,"FALSE","FALSE","TRUE","FALSE","B"
"2195",1080,17,2.8,90,32.1,2.52,"FALSE","FALSE","TRUE","FALSE","B"
"2196",1250,57,1.91,3,1.57,3.71,"FALSE","FALSE","TRUE","FALSE","A"
"2197",1090,55,8.1199999,216,26.6,2.6500001,"FALSE","FALSE","TRUE","FALSE","B"
"2198",1020,11,8.8199997,376,42.6,1.63,"FALSE","FALSE","TRUE","FALSE","C"
"2199",1000,49,8.1199999,351,43.2,1.91,"FALSE","FALSE","TRUE","FALSE","C"
"2200",1210,52,4.9000001,63,12.9,3.73,"FALSE","FALSE","TRUE","FALSE","A"
"2201",1390,17,2.3800001,2,0.84,4,"FALSE","FALSE","TRUE","FALSE","A"
"2202",1230,81,2.1900001,6,2.74,3.8699999,"FALSE","FALSE","TRUE","FALSE","A"
"2203",990,83,2.45,79,32.2,1.95,"FALSE","FALSE","TRUE","FALSE","C"
"2204",920,17,5.54,130,23.5,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
"2205",1070,45,5.2199998,234,44.8,1.55,"FALSE","FALSE","TRUE","FALSE","C"
"2206",990,14,9.2600002,385,41.6,1.6799999,"FALSE","FALSE","TRUE","FALSE","C"
"2207",1020,103,7.0100002,357,50.9,2.24,"FALSE","FALSE","TRUE","FALSE","C"
"2208",980,51,7.7600002,140,18,2.76,"FALSE","FALSE","TRUE","FALSE","B"
"2209",1120,87,7.1799998,312,43.5,1.88,"FALSE","FALSE","TRUE","FALSE","C"
"2210",1070,15,3.6099999,182,50.4,1.33,"TRUE","FALSE","TRUE","FALSE","D"
"2211",950,101,2.8900001,55,19,2.29,"FALSE","FALSE","FALSE","TRUE","C"
"2212",1020,76,1.63,28,17.2,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"2213",1350,50,1.66,1,0.602,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
"2214",980,45,2.27,16,7.05,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
"2215",1220,17,3,14,4.67,3.23,"FALSE","FALSE","TRUE","FALSE","B"
"2216",930,40,0.60000002,25,41.7,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"2217",940,42,4.52,118,26.1,1.9,"FALSE","FALSE","TRUE","FALSE","C"
"2218",1230,77,5.0700002,351,69.2,2.76,"FALSE","FALSE","TRUE","FALSE","B"
"2219",1030,44,5.5799999,192,34.4,3.3399999,"FALSE","FALSE","TRUE","FALSE","B"
"2220",1000,40,5.5799999,333,59.7,2.5699999,"FALSE","FALSE","TRUE","FALSE","B"
"2221",1010,18,4.2600002,252,59.2,1.72,"FALSE","FALSE","TRUE","FALSE","C"
"2222",1180,74,3.03,82,27.1,3.6700001,"FALSE","FALSE","TRUE","FALSE","A"
"2223",1110,102,0.039999999,3,75,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"2224",990,44,5,73,14.6,1.95,"TRUE","FALSE","TRUE","FALSE","C"
"2225",980,48,2.1600001,6,2.78,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"2226",980,15,2.3,139,60.4,1.53,"FALSE","FALSE","TRUE","FALSE","C"
"2227",1040,45,2.3,41,17.8,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
"2228",1040,47,1.22,45,36.9,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
"2229",960,58,4.7199998,38,8.05,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
"2230",1090,41,0.1,2,20,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
"2231",1110,42,2.97,160,53.9,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"2232",950,15,0.1,2,20,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
"2233",980,37,0.40000001,36,90,2.05,"FALSE","FALSE","TRUE","FALSE","C"
"2234",890,16,0.49000001,10,20.4,1.75,"FALSE","FALSE","TRUE","FALSE","C"
"2235",900,116,0.56,7,12.5,2.24,"FALSE","FALSE","TRUE","FALSE","C"
"2236",950,48,4.04,64,15.8,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
"2237",1080,49,7.1799998,295,41.1,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
"2238",1140,106,5.8200002,218,37.5,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
"2239",1180,101,5.8200002,386,66.3,1.9,"FALSE","FALSE","TRUE","FALSE","C"
"2240",1030,44,7.1799998,334,46.5,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
"2241",1050,63,6.3099999,325,51.5,1.6799999,"FALSE","FALSE","TRUE","FALSE","C"
"2242",1070,82,5.8200002,273,46.9,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
"2243",1140,16,5.3499999,238,44.5,2.25,"FALSE","FALSE","TRUE","FALSE","C"
"2244",880,76,1.6,85,53.1,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
"2245",880,17,3.05,65,21.3,1.8200001,"FALSE","FALSE","TRUE","FALSE","C"
"2246",1170,16,5.3699999,249,46.4,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
"2247",1030,65,6.1500001,330,53.7,2.1300001,"FALSE","FALSE","TRUE","FALSE","C"
"2248",1230,17,5.5700002,78,14,4,"FALSE","FALSE","TRUE","FALSE","A"
"2249",910,101,5.9499998,448,75.3,2.01,"TRUE","FALSE","TRUE","FALSE","C"
"2250",1020,75,0.1,1,10,2.5699999,"TRUE","FALSE","TRUE","FALSE","B"
"2251",860,13,5.0900002,315,61.9,0.92000002,"TRUE","FALSE","TRUE","FALSE","D"
"2252",1000,23,5.4200001,214,39.5,2.78,"FALSE","FALSE","FALSE","FALSE","B"
"2253",970,12,5.0900002,260,51.1,1.83,"FALSE","FALSE","TRUE","FALSE","C"
"2254",1130,54,5.6700001,91,16,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
"2255",950,16,0.44,5,11.4,1.4299999,"FALSE","FALSE","TRUE","FALSE","D"
"2256",1000,17,1.89,42,22.2,2.47,"FALSE","FALSE","TRUE","FALSE","C"
"2257",1130,18,0.69999999,25,35.7,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"2258",860,119,3.27,103,31.5,2.77,"FALSE","FALSE","TRUE","FALSE","B"
"2259",980,80,0.63,26,41.3,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
"2260",1060,82,5.9499998,68,11.4,2.3900001,"FALSE","FALSE","TRUE","FALSE","C"
"2261",700,69,6.25,202,32.3,2.1300001,"TRUE","FALSE","FALSE","TRUE","C"
"2262",1110,78,2.6800001,29,10.8,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
"2263",1030,16,4.48,29,6.47,3.3699999,"FALSE","FALSE","TRUE","FALSE","B"
"2264",1210,44,0.1,3,30,2.2,"FALSE","FALSE","TRUE","FALSE","C"
"2265",1090,123,3.28,16,4.88,3.73,"FALSE","FALSE","TRUE","FALSE","A"
"2266",890,90,1.35,6,4.44,2,"FALSE","FALSE","FALSE","FALSE","C"
"2267",1230,118,6.3899999,114,17.8,2.6700001,"FALSE","FALSE","TRUE","FALSE","B"
"2268",1330,125,2.1199999,2,0.943,3.77,"FALSE","FALSE","TRUE","FALSE","A"
"2269",1180,81,1.15,5,4.35,3.5599999,"FALSE","FALSE","TRUE","FALSE","A"
"2270",1010,42,3.22,168,52.2,2.3499999,"TRUE","FALSE","TRUE","FALSE","C"
"2271",850,15,0.95999998,48,50,2.4000001,"FALSE","FALSE","FALSE","FALSE","C"
"2272",1260,92,0.99000001,2,2.02,3.77,"FALSE","FALSE","TRUE","FALSE","A"
